150,LAX,2025-03-24T10:20:00,EWR,2025-03-24T18:39:00,UA,2127,358.44,9,2025-02-26
151,LAX,2025-03-24T11:40:00,EWR,2025-03-24T19:59:00,UA,1981,358.44,9,2025-02-26
152,LAX,2025-03-24T08:40:00,EWR,2025-03-24T16:59:00,UA,2096,358.44,9,2025-02-26
153,LAX,2025-03-24T22:40:00,JFK,2025-03-25T07:04:00,B6,1524,163.27,7,2025-02-26
154,LAX,2025-03-24T06:00:00,JFK,2025-03-24T14:20:00,B6,1316,183.28,7,2025-02-26
155,LAX,2025-03-24T06:00:00,JFK,2025-03-24T14:26:00,B6,2824,183.28,7,2025-02-26
156,LAX,2025-03-24T22:55:00,JFK,2025-03-25T07:23:00,B6,2924,183.28,7,2025-02-26
157,LAX,2025-03-24T15:30:00,JFK,2025-03-24T23:50:00,B6,2124,218.34,7,2025-02-26
158,LAX,2025-03-24T14:15:00,JFK,2025-03-24T22:33:00,B6,524,253.30,4,2025-02-26
159,LAX,2025-03-24T08:30:00,JFK,2025-03-24T16:56:00,B6,424,253.30,3,2025-02-26
160,LAX,2025-03-24T11:05:00,JFK,2025-03-24T19:29:00,B6,724,338.27,7,2025-02-26
161,LAX,2025-03-24T07:00:00,JFK,2025-03-24T15:30:00,6X,3669,445.30,9,2025-02-26
162,LAX,2025-03-24T06:30:00,JFK,2025-03-24T15:10:00,6X,3668,445.30,9,2025-02-26
163,LAX,2025-03-24T09:30:00,JFK,2025-03-24T17:56:00,B6,224,448.29,7,2025-02-26
164,SNA,2025-03-24T21:10:00,EWR,2025-03-25T05:18:00,UA,2074,268.52,9,2025-02-26
165,SNA,2025-03-24T12:53:00,EWR,2025-03-24T20:58:00,UA,1559,323.48,6,2025-02-26
166,ORD,2025-03-25T13:55:00,LAX,2025-03-25T16:42:00,UA,378,144.47,9,2025-02-26
167,ORD,2025-03-25T08:45:00,LAX,2025-03-25T11:34:00,UA,1584,144.47,9,2025-02-26
168,ORD,2025-03-25T15:55:00,LAX,2025-03-25T18:45:00,UA,1124,144.47,9,2025-02-26
169,ORD,2025-03-25T17:50:00,LAX,2025-03-25T20:40:00,UA,298,144.47,9,2025-02-26
170,ORD,2025-03-25T20:00:00,LAX,2025-03-25T22:52:00,UA,2106,144.47,9,2025-02-26
